GraphID;Nodes;Average connectivity;Connectivity variance;Connectivity Standard dev;Edges;Hamiltonian;cost (Iterations);cost (milliseconds);cost (iterations / nodes);path;Connectivity map
26;16;0.375;0;0;[[2,3],[1,5],[0,4]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
23;16;0.375;0.125;0.353553391;[[1,0],[2,4],[3,0]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
19;16;0.375;0.125;0.353553391;[[2,0],[4,0],[1,3]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
12;16;0.375;0.125;0.353553391;[[0,4],[1,3],[2,0]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
20;16;0.375;0.125;0.353553391;[[1,0],[3,0],[2,4]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
18;16;0.375;0.125;0.353553391;[[0,3],[1,0],[2,4]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
17;16;0.375;0.125;0.353553391;[[2,3],[4,0],[1,0]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
22;16;0.375;0.125;0.353553391;[[3,0],[0,4],[1,2]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
16;16;0.375;0;0;[[1,2],[3,4],[0,5]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
27;16;0.375;0.25;0.5;[[0,3],[0,1],[1,2]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"0",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
25;16;0.375;0;0;[[0,3],[1,5],[2,4]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
11;16;0.375;0.125;0.353553391;[[2,3],[1,0],[0,4]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
13;16;0.375;0.125;0.353553391;[[1,4],[0,2],[0,3]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
39;16;0.5;0.25;0.5;[[3,1],[2,0],[4,0],[5,1]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
35;16;0.5;0.125;0.353553391;[[0,6],[1,2],[4,5],[0,3]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
44;16;0.5;0.25;0.5;[[3,1],[0,4],[2,5],[0,1]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
31;16;0.5;0.125;0.353553391;[[0,4],[5,6],[0,2],[1,3]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
47;16;0.5;0.125;0.353553391;[[5,6],[2,0],[1,0],[3,4]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
29;16;0.5;0;0;[[1,2],[0,3],[5,7],[4,6]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
28;16;0.5;0;0;[[5,7],[1,2],[0,6],[3,4]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
30;16;0.5;0.125;0.353553391;[[3,0],[2,4],[0,6],[1,5]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
36;16;0.5;0.375;0.612372436;[[0,1],[0,2],[3,1],[4,2]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"2",3:"1",4:"1",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
43;16;0.5;0.25;0.5;[[4,1],[3,0],[0,1],[2,5]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
41;16;0.5;0.125;0.353553391;[[5,6],[4,0],[1,0],[2,3]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
34;16;0.5;0.125;0.353553391;[[3,0],[1,0],[4,6],[2,5]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
40;16;0.5;0.25;0.5;[[0,5],[1,4],[2,0],[1,3]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
38;16;0.5;0.125;0.353553391;[[5,0],[2,3],[0,6],[1,4]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
37;16;0.5;0.25;0.5;[[2,1],[0,5],[0,1],[3,4]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
33;16;0.5;0.5;0.707106781;[[0,3],[1,3],[0,2],[1,2]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"2",3:"2",4:"0",5:"0",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
42;16;0.5;0;0;[[3,6],[0,5],[2,7],[1,4]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
45;16;0.5;0.125;0.353553391;[[0,3],[2,5],[1,4],[0,6]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
46;16;0.5;0.25;0.5;[[0,3],[2,1],[4,5],[0,1]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"0",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
32;16;0.5;0.125;0.353553391;[[2,6],[3,0],[4,5],[1,0]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
60;16;0.625;0.125;0.353553391;[[6,0],[0,1],[4,7],[2,5],[3,1]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
67;16;0.625;0.125;0.353553391;[[0,7],[5,6],[4,1],[2,3],[0,1]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
64;16;0.625;0.125;0.353553391;[[2,5],[0,1],[3,4],[0,6],[1,7]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
52;16;0.625;0.125;0.353553391;[[3,1],[2,7],[4,0],[5,6],[0,1]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
58;16;0.625;0;0;[[7,8],[1,6],[4,5],[2,3],[0,9]];FALSE;0;0;0;[0];{0:"1",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"1",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
55;16;0.625;0.0625;0.25;[[4,0],[5,8],[1,6],[2,7],[3,0]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
59;16;0.625;0.125;0.353553391;[[3,1],[6,1],[4,5],[7,0],[2,0]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
61;16;0.625;0.3125;0.559016994;[[1,4],[3,0],[0,5],[2,0],[6,7]];FALSE;0;0;0;[0];{0:"3",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
65;16;0.625;0.0625;0.25;[[3,4],[5,7],[1,2],[0,6],[0,8]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
51;16;0.625;0.125;0.353553391;[[3,6],[2,1],[0,7],[0,1],[4,5]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
53;16;0.625;0.0625;0.25;[[2,5],[7,8],[0,3],[4,6],[1,0]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
56;16;0.625;0.0625;0.25;[[1,2],[0,6],[0,5],[4,7],[3,8]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
49;16;0.625;0.125;0.353553391;[[5,6],[2,1],[0,1],[0,3],[4,7]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
66;16;0.625;0.0625;0.25;[[1,2],[3,6],[4,5],[0,8],[0,7]];FALSE;0;0;0;[0];{0:"2",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
57;16;0.625;0.3125;0.559016994;[[1,5],[0,3],[0,7],[2,4],[0,6]];FALSE;0;0;0;[0];{0:"3",1:"1",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
54;16;0.625;0.125;0.353553391;[[3,0],[1,6],[2,1],[4,0],[5,7]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
63;16;0.625;0.1875;0.433012702;[[0,5],[4,2],[1,6],[0,1],[3,2]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"2",3:"1",4:"1",5:"1",6:"1",7:"0",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
48;16;0.625;0.125;0.353553391;[[6,7],[2,5],[0,1],[1,4],[0,3]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
62;16;0.625;0.125;0.353553391;[[5,6],[2,1],[4,0],[3,0],[1,7]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
50;16;0.625;0.125;0.353553391;[[2,1],[4,7],[0,5],[1,3],[0,6]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
81;16;0.75;0.25;0.5;[[0,2],[5,3],[1,2],[4,7],[0,1],[6,3]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"2",3:"2",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
77;16;0.75;0.1875;0.433012702;[[0,8],[1,6],[3,2],[1,2],[0,5],[4,7]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"2",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
68;16;0.75;0.4375;0.661437828;[[1,0],[3,0],[5,6],[4,2],[0,2],[1,7]];FALSE;0;0;0;[0];{0:"3",1:"2",2:"2",3:"1",4:"1",5:"1",6:"1",7:"1",8:"0",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
78;16;0.75;0.375;0.612372436;[[1,4],[3,1],[5,7],[0,8],[2,0],[0,6]];FALSE;0;0;0;[0];{0:"3",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
76;16;0.75;0.125;0.353553391;[[3,7],[0,5],[6,9],[2,1],[8,1],[4,0]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"1",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"1",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
71;16;0.75;0.1875;0.433012702;[[6,2],[5,7],[3,1],[4,0],[0,8],[1,2]];FALSE;0;0;0;[0];{0:"2",1:"2",2:"2",3:"1",4:"1",5:"1",6:"1",7:"1",8:"1",9:"0",10:"0",11:"0",12:"0",13:"0",14:"0",15:"0"}
